tick,num_cars,waiting_cars,congestion,average_speed
14687,50,50,100,1
14688,50,50,100,1
14689,50,50,100,1
14690,50,50,100,1
14691,50,50,100,1
14692,50,50,100,1
14693,50,50,100,1
14694,50,50,100,1
14695,50,50,100,1
14696,50,50,100,1
14697,50,50,100,1
14698,50,50,100,1
14699,50,50,100,1
14700,50,50,100,1
14701,50,50,100,1
14702,50,50,100,1
14703,50,50,100,1
14704,50,50,100,1
14705,50,50,100,1
14706,50,50,100,1
14707,50,50,100,1
14708,50,50,100,1
14709,50,50,100,1
14710,50,50,100,1
14711,50,50,100,1
14712,50,50,100,1
14713,50,50,100,1
14714,50,50,100,1
14715,50,50,100,1
14716,50,50,100,1
14717,50,50,100,1
14718,50,50,100,1
14719,50,50,100,1
14720,50,50,100,1
14721,50,50,100,1
14722,50,50,100,1
14723,50,50,100,1
14724,50,50,100,1
14725,50,50,100,1
14726,50,50,100,1
14727,50,50,100,1
14728,50,50,100,1
14729,50,50,100,1
14730,50,50,100,1
14731,50,50,100,1
14732,50,50,100,1
14733,50,50,100,1
14734,50,50,100,1
14735,50,50,100,1
14736,50,50,100,1
14737,50,50,100,1
14738,50,50,100,1
14739,50,50,100,1
14740,50,50,100,1
14741,50,50,100,1
14742,50,50,100,1
14743,50,50,100,1
14744,50,50,100,1
14745,50,50,100,1
14746,50,50,100,1
14747,50,50,100,1
14748,50,50,100,1
14749,50,50,100,1
14750,50,50,100,1
14751,50,50,100,1
14752,50,50,100,1
14753,50,50,100,1
14754,50,50,100,1
14755,50,50,100,1
14756,50,50,100,1
14757,50,50,100,1
14758,50,50,100,1
14759,50,50,100,1
14760,50,50,100,1
14761,50,50,100,1
14762,50,50,100,1
14763,50,50,100,1
14764,50,50,100,1
14765,50,50,100,1
14766,50,50,100,1
14767,50,50,100,1
14768,50,50,100,1
14769,50,50,100,1
14770,50,50,100,1
14771,50,50,100,1
14772,50,50,100,1
14773,50,50,100,1
14774,50,50,100,1
14775,50,50,100,1
14776,50,50,100,1
14777,50,50,100,1
14778,50,50,100,1
14779,50,50,100,1
14780,50,50,100,1
14781,50,50,100,1
14782,50,50,100,1
14783,50,50,100,1
14784,50,50,100,1
14785,50,50,100,1
14786,50,50,100,1
14787,50,50,100,1
14788,50,50,100,1
14789,50,50,100,1
14790,50,50,100,1
14791,50,50,100,1
14792,50,50,100,1
14793,50,50,100,1
14794,50,50,100,1
14795,50,50,100,1
14796,50,50,100,1
14797,50,50,100,1
14798,50,50,100,1
14799,50,50,100,1
14800,50,50,100,1
14801,50,50,100,1
14802,50,50,100,1
14803,50,50,100,1
14804,50,50,100,1
14805,50,50,100,1
14806,50,50,100,1
14807,50,50,100,1
14808,50,50,100,1
14809,50,50,100,1
14810,50,50,100,1
14811,50,50,100,1
14812,50,50,100,1
14813,50,50,100,1
14814,50,50,100,1
14815,50,50,100,1
14816,50,50,100,1
14817,50,50,100,1
14818,50,50,100,1
14819,50,50,100,1
14820,50,50,100,1
14821,50,50,100,1
14822,50,50,100,1
14823,50,50,100,1
14824,50,50,100,1
14825,50,50,100,1
14826,50,50,100,1
14827,50,50,100,1
14828,50,50,100,1
14829,50,50,100,1
14830,50,50,100,1
14831,50,50,100,1
14832,50,50,100,1
14833,50,50,100,1
14834,50,50,100,1
14835,50,50,100,1
14836,50,50,100,1
14837,50,50,100,1
14838,50,50,100,1
14839,50,50,100,1
14840,50,50,100,1
14841,50,50,100,1
14842,50,50,100,1
14843,50,50,100,1
14844,50,50,100,1
14845,50,50,100,1
14846,50,50,100,1
14847,50,50,100,1
14848,50,50,100,1
14849,50,50,100,1
14850,50,50,100,1
14851,50,50,100,1
14852,50,50,100,1
14853,50,50,100,1
14854,50,50,100,1
14855,50,50,100,1
14856,50,50,100,1
14857,50,50,100,1
14858,50,50,100,1
14859,50,50,100,1
14860,50,50,100,1
14861,50,50,100,1
14862,50,50,100,1
14863,50,50,100,1
14864,50,50,100,1
14865,50,50,100,1
14866,50,50,100,1
14867,50,50,100,1
14868,50,50,100,1
14869,50,50,100,1
14870,50,50,100,1
14871,50,50,100,1
14872,50,50,100,1
14873,50,50,100,1
14874,50,50,100,1
14875,50,50,100,1
14876,50,50,100,1
14877,50,50,100,1
14878,50,50,100,1
14879,50,50,100,1
14880,50,50,100,1
14881,50,50,100,1
14882,50,50,100,1
14883,50,50,100,1
14884,50,50,100,1
14885,50,50,100,1
14886,50,50,100,1
14887,50,50,100,1
14888,50,50,100,1
14889,50,50,100,1
14890,50,50,100,1
14891,50,50,100,1
14892,50,50,100,1
14893,50,50,100,1
14894,50,50,100,1
14895,50,50,100,1
14896,50,50,100,1
14897,50,50,100,1
14898,50,50,100,1
14899,50,50,100,1
14900,50,50,100,1
14901,50,50,100,1
14902,50,50,100,1
14903,50,50,100,1
14904,50,50,100,1
14905,50,50,100,1
14906,50,50,100,1
14907,50,50,100,1
14908,50,50,100,1
14909,50,50,100,1
14910,50,50,100,1
14911,50,50,100,1
14912,50,50,100,1
14913,50,50,100,1
14914,50,50,100,1
14915,50,50,100,1
14916,50,50,100,1
14917,50,50,100,1
14918,50,50,100,1
14919,50,50,100,1
14920,50,50,100,1
14921,50,50,100,1
14922,50,50,100,1
14923,50,50,100,1
14924,50,50,100,1
14925,50,50,100,1
14926,50,50,100,1
14927,50,50,100,1
14928,50,50,100,1
14929,50,50,100,1
14930,50,50,100,1
14931,50,50,100,1
14932,50,50,100,1
14933,50,50,100,1
14934,50,50,100,1
14935,50,50,100,1
14936,50,50,100,1
14937,50,50,100,1
14938,50,50,100,1
14939,50,50,100,1
14940,50,50,100,1
14941,50,50,100,1
14942,50,50,100,1
14943,50,50,100,1
14944,50,50,100,1
14945,50,50,100,1
14946,50,50,100,1
14947,50,50,100,1
14948,50,50,100,1
14949,50,50,100,1
14950,50,50,100,1
14951,50,50,100,1
14952,50,50,100,1
14953,50,50,100,1
14954,50,50,100,1
14955,50,50,100,1
14956,50,50,100,1
14957,50,50,100,1
14958,50,50,100,1
14959,50,50,100,1
14960,50,50,100,1
14961,50,50,100,1
14962,50,50,100,1
14963,50,50,100,1
14964,50,50,100,1
14965,50,50,100,1
14966,50,50,100,1
14967,50,50,100,1
14968,50,50,100,1
14969,50,50,100,1
14970,50,50,100,1
14971,50,50,100,1
14972,50,50,100,1
14973,50,50,100,1
14974,50,50,100,1
14975,50,50,100,1
14976,50,50,100,1
14977,50,50,100,1
14978,50,50,100,1
14979,50,50,100,1
14980,50,50,100,1
14981,50,50,100,1
14982,50,50,100,1
14983,50,50,100,1
14984,50,50,100,1
14985,50,50,100,1
14986,50,50,100,1
14987,50,50,100,1
14988,50,50,100,1
14989,50,50,100,1
14990,50,50,100,1
14991,50,50,100,1
14992,50,50,100,1
14993,50,50,100,1
14994,50,50,100,1
14995,50,50,100,1
14996,50,50,100,1
14997,50,50,100,1
14998,50,50,100,1
14999,50,50,100,1
15000,50,50,100,1
15001,50,50,100,1
15002,50,50,100,1
15003,50,50,100,1
15004,50,50,100,1
15005,50,50,100,1
15006,50,50,100,1
15007,50,50,100,1
15008,50,50,100,1
15009,50,50,100,1
15010,50,50,100,1
15011,50,50,100,1
15012,50,50,100,1
15013,50,50,100,1
15014,50,50,100,1
15015,50,50,100,1
15016,50,50,100,1
15017,50,50,100,1
15018,50,50,100,1
15019,50,50,100,1
15020,50,50,100,1
15021,50,50,100,1
15022,50,50,100,1
15023,50,50,100,1
15024,50,50,100,1
15025,50,50,100,1
15026,50,50,100,1
15027,50,50,100,1
15028,50,50,100,1
15029,50,50,100,1
15030,50,50,100,1
15031,50,50,100,1
15032,50,50,100,1
15033,50,50,100,1
15034,50,50,100,1
15035,50,50,100,1
15036,50,50,100,1
15037,50,50,100,1
15038,50,50,100,1
15039,50,50,100,1
15040,50,50,100,1
15041,50,50,100,1
15042,50,50,100,1
15043,50,50,100,1
15044,50,50,100,1
15045,50,50,100,1
15046,50,50,100,1
15047,50,50,100,1
15048,50,50,100,1
15049,50,50,100,1
15050,50,50,100,1
15051,50,50,100,1
15052,50,50,100,1
15053,50,50,100,1
15054,50,50,100,1
15055,50,50,100,1
15056,50,50,100,1
15057,50,50,100,1
15058,50,50,100,1
15059,50,50,100,1
15060,50,50,100,1
15061,50,50,100,1
15062,50,50,100,1
15063,50,50,100,1
15064,50,50,100,1
15065,50,50,100,1
15066,50,50,100,1
15067,50,50,100,1
15068,50,50,100,1
15069,50,50,100,1
15070,50,50,100,1
15071,50,50,100,1
15072,50,50,100,1
15073,50,50,100,1
15074,50,50,100,1
15075,50,50,100,1
15076,50,50,100,1
15077,50,50,100,1
15078,50,50,100,1
15079,50,50,100,1
15080,50,50,100,1
15081,50,50,100,1
15082,50,50,100,1
15083,50,50,100,1
15084,50,50,100,1
15085,50,50,100,1
15086,50,50,100,1
15087,50,50,100,1
15088,50,50,100,1
15089,50,50,100,1
15090,50,50,100,1
15091,50,50,100,1
15092,50,50,100,1
15093,50,50,100,1
15094,50,50,100,1
15095,50,50,100,1
15096,50,50,100,1
15097,50,50,100,1
15098,50,50,100,1
15099,50,50,100,1
15100,50,50,100,1
15101,50,50,100,1
15102,50,50,100,1
15103,50,50,100,1
15104,50,50,100,1
15105,50,50,100,1
15106,50,50,100,1
15107,50,50,100,1
15108,50,50,100,1
15109,50,50,100,1
15110,50,50,100,1
15111,50,50,100,1
15112,50,50,100,1
15113,50,50,100,1
15114,50,50,100,1
15115,50,50,100,1
15116,50,50,100,1
15117,50,50,100,1
15118,50,50,100,1
15119,50,50,100,1
15120,50,50,100,1
15121,50,50,100,1
15122,50,50,100,1
15123,50,50,100,1
15124,50,50,100,1
15125,50,50,100,1
15126,50,50,100,1
15127,50,50,100,1
15128,50,50,100,1
15129,50,50,100,1
15130,50,50,100,1
15131,50,50,100,1
15132,50,50,100,1
15133,50,50,100,1
15134,50,50,100,1
15135,50,50,100,1
15136,50,50,100,1
15137,50,50,100,1
15138,50,50,100,1
15139,50,50,100,1
15140,50,50,100,1
15141,50,50,100,1
15142,50,50,100,1
15143,50,50,100,1
15144,50,50,100,1
15145,50,50,100,1
15146,50,50,100,1
15147,50,50,100,1
15148,50,50,100,1
15149,50,50,100,1
15150,50,50,100,1
15151,50,50,100,1
15152,50,50,100,1
15153,50,50,100,1
15154,50,50,100,1
15155,50,50,100,1
15156,50,50,100,1
15157,50,50,100,1
15158,50,50,100,1
15159,50,50,100,1
15160,50,50,100,1
15161,50,50,100,1
15162,50,50,100,1
15163,50,50,100,1
15164,50,50,100,1
15165,50,50,100,1
15166,50,50,100,1
15167,50,50,100,1
15168,50,50,100,1
15169,50,50,100,1
15170,50,50,100,1
15171,50,50,100,1
15172,50,50,100,1
15173,50,50,100,1
15174,50,50,100,1
15175,50,50,100,1
15176,50,50,100,1
15177,50,50,100,1
15178,50,50,100,1
15179,50,50,100,1
15180,50,50,100,1
15181,50,50,100,1
15182,50,50,100,1
15183,50,50,100,1
15184,50,50,100,1
15185,50,50,100,1
15186,50,50,100,1
15187,50,50,100,1
15188,50,50,100,1
15189,50,50,100,1
15190,50,50,100,1
15191,50,50,100,1
15192,50,50,100,1
15193,50,50,100,1
15194,50,50,100,1
15195,50,50,100,1
15196,50,50,100,1
15197,50,50,100,1
15198,50,50,100,1
15199,50,50,100,1
15200,50,50,100,1
15201,50,50,100,1
15202,50,50,100,1
15203,50,50,100,1
15204,50,50,100,1
15205,50,50,100,1
15206,50,50,100,1
15207,50,50,100,1
15208,50,50,100,1
15209,50,50,100,1
15210,50,50,100,1
15211,50,50,100,1
15212,50,50,100,1
15213,50,50,100,1
15214,50,50,100,1
15215,50,50,100,1
15216,50,50,100,1
15217,50,50,100,1
15218,50,50,100,1
15219,50,50,100,1
15220,50,50,100,1
15221,50,50,100,1
15222,50,50,100,1
15223,50,50,100,1
15224,50,50,100,1
15225,50,50,100,1
15226,50,50,100,1
15227,50,50,100,1
15228,50,50,100,1
15229,50,50,100,1
15230,50,50,100,1
15231,50,50,100,1
15232,50,50,100,1
15233,50,50,100,1
15234,50,50,100,1
15235,50,50,100,1
15236,50,50,100,1
15237,50,50,100,1
15238,50,50,100,1
15239,50,50,100,1
15240,50,50,100,1
15241,50,50,100,1
15242,50,50,100,1
15243,50,50,100,1
15244,50,50,100,1
15245,50,50,100,1
15246,50,50,100,1
15247,50,50,100,1
15248,50,50,100,1
15249,50,50,100,1
15250,50,50,100,1
15251,50,50,100,1
15252,50,50,100,1
15253,50,50,100,1
15254,50,50,100,1
15255,50,50,100,1
15256,50,50,100,1
15257,50,50,100,1
15258,50,50,100,1
15259,50,50,100,1
15260,50,50,100,1
15261,50,50,100,1
15262,50,50,100,1
15263,50,50,100,1
15264,50,50,100,1
15265,50,50,100,1
15266,50,50,100,1
15267,50,50,100,1
15268,50,50,100,1
15269,50,50,100,1
15270,50,50,100,1
15271,50,50,100,1
15272,50,50,100,1
15273,50,50,100,1
15274,50,50,100,1
15275,50,50,100,1
15276,50,50,100,1
15277,50,50,100,1
15278,50,50,100,1
15279,50,50,100,1
15280,50,50,100,1
15281,50,50,100,1
15282,50,50,100,1
15283,50,50,100,1
15284,50,50,100,1
15285,50,50,100,1
15286,50,50,100,1
15287,50,50,100,1
15288,50,50,100,1
15289,50,50,100,1
15290,50,50,100,1
15291,50,50,100,1
15292,50,50,100,1
15293,50,50,100,1
15294,50,50,100,1
15295,50,50,100,1
15296,50,50,100,1
15297,50,50,100,1
15298,50,50,100,1
15299,50,50,100,1
15300,50,50,100,1
15301,50,50,100,1
15302,50,50,100,1
15303,50,50,100,1
15304,50,50,100,1
15305,50,50,100,1
15306,50,50,100,1
15307,50,50,100,1
15308,50,50,100,1
15309,50,50,100,1
15310,50,50,100,1
15311,50,50,100,1
15312,50,50,100,1
15313,50,50,100,1
15314,50,50,100,1
15315,50,50,100,1
15316,50,50,100,1
15317,50,50,100,1
15318,50,50,100,1
15319,50,50,100,1
15320,50,50,100,1
15321,50,50,100,1
15322,50,50,100,1
15323,50,50,100,1
15324,50,50,100,1
15325,50,50,100,1
15326,50,50,100,1
15327,50,50,100,1
15328,50,50,100,1
15329,50,50,100,1
15330,50,50,100,1
15331,50,50,100,1
15332,50,50,100,1
15333,50,50,100,1
15334,50,50,100,1
15335,50,50,100,1
15336,50,50,100,1
15337,50,50,100,1
15338,50,50,100,1
15339,50,50,100,1
15340,50,50,100,1
15341,50,50,100,1
15342,50,50,100,1
15343,50,50,100,1
15344,50,50,100,1
15345,50,50,100,1
15346,50,50,100,1
15347,50,50,100,1
15348,50,50,100,1
15349,50,50,100,1
15350,50,50,100,1
15351,50,50,100,1
15352,50,50,100,1
15353,50,50,100,1
15354,50,50,100,1
15355,50,50,100,1
15356,50,50,100,1
15357,50,50,100,1
15358,50,50,100,1
15359,50,50,100,1
15360,50,50,100,1
15361,50,50,100,1
15362,50,50,100,1
15363,50,50,100,1
15364,50,50,100,1
15365,50,50,100,1
15366,50,50,100,1
15367,50,50,100,1
15368,50,50,100,1
15369,50,50,100,1
15370,50,50,100,1
15371,50,50,100,1
15372,50,50,100,1
15373,50,50,100,1
15374,50,50,100,1
15375,50,50,100,1
15376,50,50,100,1
15377,50,50,100,1
15378,50,50,100,1
15379,50,50,100,1
15380,50,50,100,1
15381,50,50,100,1
15382,50,50,100,1
15383,50,50,100,1
15384,50,50,100,1
15385,50,50,100,1
15386,50,50,100,1
15387,50,50,100,1
15388,50,50,100,1
15389,50,50,100,1
15390,50,50,100,1
15391,50,50,100,1
15392,50,50,100,1
15393,50,50,100,1
15394,50,50,100,1
15395,50,50,100,1
15396,50,50,100,1
15397,50,50,100,1
15398,50,50,100,1
15399,50,50,100,1
15400,50,50,100,1
15401,50,50,100,1
15402,50,50,100,1
15403,50,50,100,1
15404,50,50,100,1
15405,50,50,100,1
15406,50,50,100,1
15407,50,50,100,1
15408,50,50,100,1
15409,50,50,100,1
15410,50,50,100,1
15411,50,50,100,1
15412,50,50,100,1
15413,50,50,100,1
15414,50,50,100,1
15415,50,50,100,1
15416,50,50,100,1
15417,50,50,100,1
15418,50,50,100,1
15419,50,50,100,1
15420,50,50,100,1
15421,50,50,100,1
15422,50,50,100,1
15423,50,50,100,1
15424,50,50,100,1
15425,50,50,100,1
15426,50,50,100,1
15427,50,50,100,1
15428,50,50,100,1
15429,50,50,100,1
15430,50,50,100,1
15431,50,50,100,1
15432,50,50,100,1
15433,50,50,100,1
15434,50,50,100,1
15435,50,50,100,1
15436,50,50,100,1
15437,50,50,100,1
15438,50,50,100,1
15439,50,50,100,1
15440,50,50,100,1
15441,50,50,100,1
15442,50,50,100,1
15443,50,50,100,1
15444,50,50,100,1
15445,50,50,100,1
15446,50,50,100,1
15447,50,50,100,1
15448,50,50,100,1
15449,50,50,100,1
15450,50,50,100,1
15451,50,50,100,1
15452,50,50,100,1
15453,50,50,100,1
15454,50,50,100,1
15455,50,50,100,1
15456,50,50,100,1
15457,50,50,100,1
15458,50,50,100,1
15459,50,50,100,1
15460,50,50,100,1
15461,50,50,100,1
15462,50,50,100,1
15463,50,50,100,1
15464,50,50,100,1
15465,50,50,100,1
15466,50,50,100,1
15467,50,50,100,1
15468,50,50,100,1
15469,50,50,100,1
15470,50,50,100,1
15471,50,50,100,1
15472,50,50,100,1
15473,50,50,100,1
15474,50,50,100,1
15475,50,50,100,1
15476,50,50,100,1
15477,50,50,100,1
15478,50,50,100,1
15479,50,50,100,1
15480,50,50,100,1
15481,50,50,100,1
15482,50,50,100,1
15483,50,50,100,1
15484,50,50,100,1
15485,50,50,100,1
15486,50,50,100,1
15487,50,50,100,1
15488,50,50,100,1
15489,50,50,100,1
15490,50,50,100,1
15491,50,50,100,1
15492,50,50,100,1
15493,50,50,100,1
15494,50,50,100,1
15495,50,50,100,1
15496,50,50,100,1
15497,50,50,100,1
15498,50,50,100,1
15499,50,50,100,1
15500,50,50,100,1
15501,50,50,100,1
15502,50,50,100,1
15503,50,50,100,1
15504,50,50,100,1
15505,50,50,100,1
15506,50,50,100,1
15507,50,50,100,1
15508,50,50,100,1
15509,50,50,100,1
15510,50,50,100,1
15511,50,50,100,1
15512,50,50,100,1
15513,50,50,100,1
15514,50,50,100,1
15515,50,50,100,1
15516,50,50,100,1
15517,50,50,100,1
15518,50,50,100,1
15519,50,50,100,1
15520,50,50,100,1
15521,50,50,100,1
15522,50,50,100,1
15523,50,50,100,1
15524,50,50,100,1
15525,50,50,100,1
15526,50,50,100,1
15527,50,50,100,1
15528,50,50,100,1
15529,50,50,100,1
15530,50,50,100,1
15531,50,50,100,1
15532,50,50,100,1
15533,50,50,100,1
15534,50,50,100,1
15535,50,50,100,1
15536,50,50,100,1
15537,50,50,100,1
15538,50,50,100,1
15539,50,50,100,1
15540,50,50,100,1
15541,50,50,100,1
15542,50,50,100,1
15543,50,50,100,1
15544,50,50,100,1
15545,50,50,100,1
15546,50,50,100,1
15547,50,50,100,1
15548,50,50,100,1
15549,50,50,100,1
15550,50,50,100,1
15551,50,50,100,1
15552,50,50,100,1
15553,50,50,100,1
15554,50,50,100,1
15555,50,50,100,1
15556,50,50,100,1
15557,50,50,100,1
15558,50,50,100,1
15559,50,50,100,1
15560,50,50,100,1
15561,50,50,100,1
15562,50,50,100,1
15563,50,50,100,1
15564,50,50,100,1
15565,50,50,100,1
15566,50,50,100,1
15567,50,50,100,1
15568,50,50,100,1
15569,50,50,100,1
15570,50,50,100,1
15571,50,50,100,1
15572,50,50,100,1
15573,50,50,100,1
15574,50,50,100,1
15575,50,50,100,1
15576,50,50,100,1
15577,50,50,100,1
15578,50,50,100,1
15579,50,50,100,1
15580,50,50,100,1
15581,50,50,100,1
15582,50,50,100,1
15583,50,50,100,1
15584,50,50,100,1
15585,50,50,100,1
15586,50,50,100,1
15587,50,50,100,1
15588,50,50,100,1
15589,50,50,100,1
15590,50,50,100,1
15591,50,50,100,1
15592,50,50,100,1
15593,50,50,100,1
15594,50,50,100,1
15595,50,50,100,1
15596,50,50,100,1
15597,50,50,100,1
15598,50,50,100,1
15599,50,50,100,1
15600,50,50,100,1
15601,50,50,100,1
15602,50,50,100,1
15603,50,50,100,1
15604,50,50,100,1
15605,50,50,100,1
15606,50,50,100,1
15607,50,50,100,1
15608,50,50,100,1
15609,50,50,100,1
15610,50,50,100,1
15611,50,50,100,1
15612,50,50,100,1
15613,50,50,100,1
15614,50,50,100,1
15615,50,50,100,1
15616,50,50,100,1
15617,50,50,100,1
15618,50,50,100,1
15619,50,50,100,1
15620,50,50,100,1
15621,50,50,100,1
15622,50,50,100,1
15623,50,50,100,1
15624,50,50,100,1
15625,50,50,100,1
15626,50,50,100,1
15627,50,50,100,1
15628,50,50,100,1
15629,50,50,100,1
15630,50,50,100,1
15631,50,50,100,1
15632,50,50,100,1
15633,50,50,100,1
15634,50,50,100,1
15635,50,50,100,1
15636,50,50,100,1
15637,50,50,100,1
15638,50,50,100,1
15639,50,50,100,1
15640,50,50,100,1
15641,50,50,100,1
15642,50,50,100,1
15643,50,50,100,1
15644,50,50,100,1
15645,50,50,100,1
15646,50,50,100,1
15647,50,50,100,1
15648,50,50,100,1
15649,50,50,100,1
15650,50,50,100,1
15651,50,50,100,1
15652,50,50,100,1
15653,50,50,100,1
15654,50,50,100,1
15655,50,50,100,1
15656,50,50,100,1
15657,50,50,100,1
15658,50,50,100,1
15659,50,50,100,1
15660,50,50,100,1
15661,50,50,100,1
15662,50,50,100,1
15663,50,50,100,1
15664,50,50,100,1
15665,50,50,100,1
15666,50,50,100,1
15667,50,50,100,1
15668,50,50,100,1
15669,50,50,100,1
15670,50,50,100,1
15671,50,50,100,1
15672,50,50,100,1
15673,50,50,100,1
15674,50,50,100,1
15675,50,50,100,1
15676,50,50,100,1
15677,50,50,100,1
15678,50,50,100,1
15679,50,50,100,1
15680,50,50,100,1
15681,50,50,100,1
15682,50,50,100,1
15683,50,50,100,1
15684,50,50,100,1
15685,50,50,100,1
15686,50,50,100,1
15687,50,50,100,1
15688,50,50,100,1
15689,50,50,100,1
15690,50,50,100,1
15691,50,50,100,1
15692,50,50,100,1
15693,50,50,100,1
15694,50,50,100,1
15695,50,50,100,1
15696,50,50,100,1
15697,50,50,100,1
15698,50,50,100,1
15699,50,50,100,1
15700,50,50,100,1
15701,50,50,100,1
15702,50,50,100,1
15703,50,50,100,1
15704,50,50,100,1
15705,50,50,100,1
15706,50,50,100,1
15707,50,50,100,1
15708,50,50,100,1
15709,50,50,100,1
15710,50,50,100,1
15711,50,50,100,1
15712,50,50,100,1
15713,50,50,100,1
15714,50,50,100,1
15715,50,50,100,1
15716,50,50,100,1
15717,50,50,100,1
15718,50,50,100,1
15719,50,50,100,1
15720,50,50,100,1
15721,50,50,100,1
15722,50,50,100,1
15723,50,50,100,1
15724,50,50,100,1
15725,50,50,100,1
15726,50,50,100,1
15727,50,50,100,1
15728,50,50,100,1
15729,50,50,100,1
15730,50,50,100,1
15731,50,50,100,1
15732,50,50,100,1
15733,50,50,100,1
15734,50,50,100,1
15735,50,50,100,1
15736,50,50,100,1
15737,50,50,100,1
15738,50,50,100,1
15739,50,50,100,1
15740,50,50,100,1
15741,50,50,100,1
15742,50,50,100,1
15743,50,50,100,1
15744,50,50,100,1
15745,50,50,100,1
15746,50,50,100,1
15747,50,50,100,1
15748,50,50,100,1
15749,50,50,100,1
15750,50,50,100,1
15751,50,50,100,1
15752,50,50,100,1
15753,50,50,100,1
15754,50,50,100,1
15755,50,50,100,1
15756,50,50,100,1
15757,50,50,100,1
15758,50,50,100,1
15759,50,50,100,1
15760,50,50,100,1
15761,50,50,100,1
15762,50,50,100,1
15763,50,50,100,1
15764,50,50,100,1
15765,50,50,100,1
15766,50,50,100,1
15767,50,50,100,1
15768,50,50,100,1
15769,50,50,100,1
15770,50,50,100,1
15771,50,50,100,1
15772,50,50,100,1
15773,50,50,100,1
15774,50,50,100,1
15775,50,50,100,1
15776,50,50,100,1
15777,50,50,100,1
15778,50,50,100,1
15779,50,50,100,1
15780,50,50,100,1
15781,50,50,100,1
15782,50,50,100,1
15783,50,50,100,1
15784,50,50,100,1
15785,50,50,100,1
15786,50,50,100,1
15787,50,50,100,1
15788,50,50,100,1
15789,50,50,100,1
15790,50,50,100,1
15791,50,50,100,1
15792,50,50,100,1
15793,50,50,100,1
15794,50,50,100,1
15795,50,50,100,1
15796,50,50,100,1
15797,50,50,100,1
15798,50,50,100,1
15799,50,50,100,1
15800,50,50,100,1
15801,50,50,100,1
15802,50,50,100,1
15803,50,50,100,1
15804,50,50,100,1
15805,50,50,100,1
15806,50,50,100,1
15807,50,50,100,1
15808,50,50,100,1
15809,50,50,100,1
15810,50,50,100,1
15811,50,50,100,1
15812,50,50,100,1
15813,50,50,100,1
15814,50,50,100,1
15815,50,50,100,1
15816,50,50,100,1
15817,50,50,100,1
15818,50,50,100,1
15819,50,50,100,1
15820,50,50,100,1
15821,50,50,100,1
15822,50,50,100,1
15823,50,50,100,1
15824,50,50,100,1
15825,50,50,100,1
15826,50,50,100,1
15827,50,50,100,1
15828,50,50,100,1
15829,50,50,100,1
15830,50,50,100,1
15831,50,50,100,1
15832,50,50,100,1
15833,50,50,100,1
15834,50,50,100,1
15835,50,50,100,1
15836,50,50,100,1
15837,50,50,100,1
15838,50,50,100,1
15839,50,50,100,1
15840,50,50,100,1
15841,50,50,100,1
15842,50,50,100,1
15843,50,50,100,1
15844,50,50,100,1
15845,50,50,100,1
15846,50,50,100,1
15847,50,50,100,1
15848,50,50,100,1
15849,50,50,100,1
15850,50,50,100,1
15851,50,50,100,1
15852,50,50,100,1
15853,50,50,100,1
15854,50,50,100,1
15855,50,50,100,1
15856,50,50,100,1
15857,50,50,100,1
15858,50,50,100,1
15859,50,50,100,1
15860,50,50,100,1
15861,50,50,100,1
15862,50,50,100,1
15863,50,50,100,1
15864,50,50,100,1
15865,50,50,100,1
15866,50,50,100,1
15867,50,50,100,1
15868,50,50,100,1
15869,50,50,100,1
15870,50,50,100,1
15871,50,50,100,1
15872,50,50,100,1
15873,50,50,100,1
15874,50,50,100,1
15875,50,50,100,1
15876,50,50,100,1
15877,50,50,100,1
15878,50,50,100,1
15879,50,50,100,1
15880,50,50,100,1
15881,50,50,100,1
15882,50,50,100,1
15883,50,50,100,1
15884,50,50,100,1
15885,50,50,100,1
15886,50,50,100,1
15887,50,50,100,1
15888,50,50,100,1
15889,50,50,100,1
15890,50,50,100,1
15891,50,50,100,1
15892,50,50,100,1
15893,50,50,100,1
15894,50,50,100,1
15895,50,50,100,1
15896,50,50,100,1
15897,50,50,100,1
15898,50,50,100,1
15899,50,50,100,1
15900,50,50,100,1
15901,50,50,100,1
15902,50,50,100,1
15903,50,50,100,1
15904,50,50,100,1
15905,50,50,100,1
15906,50,50,100,1
15907,50,50,100,1
15908,50,50,100,1
15909,50,50,100,1
15910,50,50,100,1
15911,50,50,100,1
15912,50,50,100,1
15913,50,50,100,1
15914,50,50,100,1
15915,50,50,100,1
15916,50,50,100,1
